source	target	pvalue	threshold
BALDER [ASGARDIAN]	HIGH EVOLUTIONARY/HERBERT EDGAR WYNDHAM	3.134020776099977e-06	1.29071020748709e-05
SISTER PLEASURE/SCARLET	STARFOX/EROS	3.136447452754673e-06	1.2907577860114001e-05
ARON [WATCHER]	PUPPET MASTER/PHILLIP MASTERS	3.136839351451334e-06	1.2908053645357102e-05
NELSON, FRANKLIN FOGGY	SIR	3.158384239590509e-06	1.2908529430600205e-05
COLOSSUS II/PETER RASPUTIN 	REESE, MURRAY	3.1681359855005844e-06	1.2909005215843306e-05
BUSHMAN, RAOUL	CRAWLEY, BETRAND	3.16839845180932e-06	1.2909481001086406e-05
GRIM REAPER/ERIC WILLIAMS	MAN-APE/M'BAKU	3.16839845180932e-06	1.2909956786329511e-05
GRIM REAPER/ERIC WILLIAMS	SPACE PHANTOM	3.16839845180932e-06	1.2910432571572614e-05
CLEA	OSHTUR	3.1684638338530827e-06	1.2910908356815714e-05
CLEA	DR. STRANGER YET	3.1684638338530827e-06	1.2911384142058815e-05
CLEA	HOGGOTH	3.1684638338530827e-06	1.2911859927301918e-05
KELLY, SEN. ROBERT EDWARD	SUMMERS, NATHAN CHRISTOPHER CHARLES	3.1715338321958844e-06	1.2912335712545019e-05
SAURON/DR. KARL LYKOS	SUMMERS, NATHAN CHRISTOPHER CHARLES	3.1715338321958844e-06	1.291281149778812e-05
ANDROMEDA/ANDROMEDA ATTUMASEN [ATLANTEAN]	DR. STRANGE/STEPHEN STRANGE	3.175376056395895e-06	1.2913287283031224e-05
LANG, CASSANDRA CASSIE	THING/BENJAMIN J. GRIMM 	3.1785545432346983e-06	1.2913763068274327e-05
MAGNETO/MAGNUS/ERIC LENSHERR	PHOENIX II	3.1788168155227892e-06	1.2914238853517428e-05
FREEMAN, DUANE JEROME	THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	3.1794611722639964e-06	1.2914714638760529e-05
LEIR	THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	3.1794611722639964e-06	1.2915190424003632e-05
SWORDSMAN II/COTATI	THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	3.1794611722639964e-06	1.2915666209246733e-05
BLACK KNIGHT V/DANE WHITMAN	WRECKER III/DIRK GARTHWAITE	3.180160338913457e-06	1.2916141994489837e-05
CAPTAIN MARVEL/CAPTAIN MAR-VELL [KREE]	DORREK [SKRULL]	3.1824544080341386e-06	1.2916617779732938e-05
BLITZIANA	VOLSTAGG	3.1833394462178093e-06	1.291709356497604e-05
QUICKSILVER/PIETRO MAXIMOFF	THING/BENJAMIN J. GRIMM 	3.184256937448421e-06	1.2917569350219142e-05
MARROW/SARAH 	MR. SINISTER/NATHAN ESSEX	3.18533540370384e-06	1.2918045135462244e-05
MANH, COY LEONG XUI	VIPER II	3.1876700187687627e-06	1.2918520920705345e-05
MANH, COY NGA	VIPER II	3.1876700187687627e-06	1.291899670594845e-05
BELLAM	BETA RAY BILL	3.1876700187687627e-06	1.291947249119155e-05
O'BRIEN, MICHAEL	SHE-HULK/JENNIFER WALTERS	3.195666547135663e-06	1.2919948276434653e-05
FIXER II/PAUL NORBERT EBERSOL	TIGER SHARK/TODD ARLISS	3.2016080426023337e-06	1.2920424061677754e-05
STROBE/	WOLFSBANE/RAHNE SINCLAIR	3.210618379149292e-06	1.2920899846920855e-05
PIPELINE/CORMICK GRIMSHAW	QUICKSILVER/PIETRO MAXIMOFF	3.214055340875077e-06	1.2921375632163958e-05
QUICKSILVER/PIETRO MAXIMOFF	YELLOWJACKET III/HENRY HANK PYM II	3.214055340875077e-06	1.2921851417407062e-05
CERISE II [SHI'AR]	ROGUE /	3.214088888603838e-06	1.2922327202650163e-05
CALCULUS/JAHAHAREL PATEL	PUMA/THOMAS FIREHEART	3.215734384273193e-06	1.2922802987893264e-05
CITIZEN V III/DALLAS RIORDAN	FLYING TIGER	3.215734384273193e-06	1.2923278773136367e-05
BIG BERTHA/ASHLEY CRAWFORD	CITIZEN V III/DALLAS RIORDAN	3.215734384273193e-06	1.2923754558379468e-05
ANDROMEDA/ANDROMEDA ATTUMASEN [ATLANTEAN]	DAGGER/TANDY BOWEN	3.2211475097656003e-06	1.2924230343622569e-05
MROTH	SNAGG	3.224051458688803e-06	1.2924706128865671e-05
GIBBON/MARTIN BLANK	WHITE RABBIT	3.224051458688803e-06	1.2925181914108776e-05
DECAY/	KLEINSTOCK, SVEN	3.224051458688803e-06	1.2925657699351877e-05
DECAY/	KLEINSTOCK, HARLAN	3.224051458688803e-06	1.2926133484594978e-05
GAUNT, OFFICER KIM	MROTH	3.224051458688803e-06	1.292660926983808e-05
COLLINS, NICK	DEATHLOK II/COL. JOHN KELLY	3.224051458688803e-06	1.2927085055081181e-05
DRAKE, MADELINE BEATRICE MADDY	HIRO	3.224051458688803e-06	1.2927560840324282e-05
PYLLAR	SNAGG	3.224051458688803e-06	1.2928036625567387e-05
COLON, CHERYL	SAVAGE STEEL II/ARTHUR VALE	3.224051458688803e-06	1.292851241081049e-05
GARGOUILLE/	KLEINSTOCK, HARLAN	3.224051458688803e-06	1.292898819605359e-05
HOUSTON, STELLA	SATANNISH	3.224051458688803e-06	1.2929463981296691e-05
LLYRON	PORCAL	3.224051458688803e-06	1.2929939766539794e-05
GIBBON/MARTIN BLANK	PROFESSOR ANGST/DR. JONAS MUELLER	3.224051458688803e-06	1.2930415551782895e-05
DAMIAN, DR. DANIEL	VIRA	3.224051458688803e-06	1.2930891337026e-05
COCKROACH/	TERROR II	3.224051458688803e-06	1.29313671222691e-05
GAUNT, OFFICER KIM	PYLLAR	3.224051458688803e-06	1.2931842907512203e-05
SNAPDRAGON/SHEOKE SANADA	SUPERIA/WENTWORTH, DR.	3.224051458688803e-06	1.2932318692755304e-05
GARGOUILLE/	KLEINSTOCK, SVEN	3.224051458688803e-06	1.2932794477998405e-05
HAIRBAG/SUGGS	REAPER II	3.224051458688803e-06	1.2933270263241507e-05
BISON/BILLY KITSON	MONGOOSE	3.224051458688803e-06	1.2933746048484612e-05
CYCLONE II/PIERRE FRESSON	SLYDE	3.224051458688803e-06	1.2934221833727713e-05
LITTLE, ABNER	MANN, DR. J. VERNON JAVA	3.224051458688803e-06	1.2934697618970814e-05
BISON/BILLY KITSON	CYCLONE II/PIERRE FRESSON	3.224051458688803e-06	1.2935173404213916e-05
CLOUD	CRUCIBLE/BYRON CALLEY	3.226872403133021e-06	1.2935649189457017e-05
CLOUD	SLITHER	3.226872403133021e-06	1.2936124974700118e-05
HAMMERHEAD	STACY, ARTHUR	3.230283468146401e-06	1.2936600759943221e-05
DEATH	STRANGER	3.230283468146401e-06	1.2937076545186325e-05
BISHOP /	MR. SINISTER/NATHAN ESSEX	3.230887108885142e-06	1.2937552330429426e-05
DAZZLER II/ALLISON BLAIRE	N'ASTIRH	3.2490523752697034e-06	1.2938028115672527e-05
SWORDSMAN III/PHILIP JARVERT	THUNDERSTRIKE/ERIC KEVIN MASTERSON	3.2490523752697034e-06	1.293850390091563e-05
DAREDEVIL DOPPELGANGER III	SPEEDBALL/ROBBIE BALDWIN	3.250717427563611e-06	1.2938979686158731e-05
ASTROVIK, ARNOLD	SPEEDBALL/ROBBIE BALDWIN	3.250717427563611e-06	1.2939455471401832e-05
SHAUNEGHANN, MICHAEL	SPEEDBALL/ROBBIE BALDWIN	3.250717427563611e-06	1.2939931256644936e-05
MOON KNIGHT DOPPELGANGER	SPEEDBALL/ROBBIE BALDWIN	3.250717427563611e-06	1.2940407041888039e-05
BLITZIANA	HOGUN [ASGARDIAN]	3.2509367326046866e-06	1.294088282713114e-05
FER DE LANCE/TERESA	KINCAID, DR. KEITH	3.252874390862128e-06	1.2941358612374241e-05
BARON BLOOD II/VICTOR STRANGE	DRUMM, JERICHO	3.252874390862128e-06	1.2941834397617344e-05
RAZA LONGKNIFE	WOLFSBANE/RAHNE SINCLAIR	3.2542867534992815e-06	1.2942310182860444e-05
CH'OD	WOLFSBANE/RAHNE SINCLAIR	3.2542867534992815e-06	1.2942785968103549e-05
MAM'SELLE HEPZIBAH	WOLFSBANE/RAHNE SINCLAIR	3.2542867534992815e-06	1.294326175334665e-05
CAPTAIN MARVEL II/MONICA RAMBEAU	THUNDERSTRIKE/ERIC KEVIN MASTERSON	3.2550296520305704e-06	1.2943737538589752e-05
CONSTRICTOR/FRANK PAYNE/FRANK SCHLICTING	HALE, JONAS	3.255821516452986e-06	1.2944213323832853e-05
DESIGNATE/TARENE	ULIK	3.255821516452986e-06	1.2944689109075956e-05
CONSTRICTOR/FRANK PAYNE/FRANK SCHLICTING	VAMP	3.255821516452986e-06	1.2945164894319057e-05
MULTIPLE MAN/JAMES ARTHUR JAMIE MADROX	SHADOW KING/AMAHL FAROUK/JACOB REISZ	3.25736936383074e-06	1.2945640679562161e-05
DOMINO	KILLER SHRIKE/SIMON MADDICKS	3.260546313602427e-06	1.2946116464805262e-05
AJAK/TECUMOTZIN [ETERNAL]	RAGAR	3.260546313602427e-06	1.2946592250048365e-05
BOMBSHELL/	ION/	3.260546313602427e-06	1.2947068035291466e-05
GAIA	TIMMONS	3.260546313602427e-06	1.2947543820534567e-05
KID REAPER	MAELSTROM/MALCOLM STROMBERG	3.260546313602427e-06	1.294801960577767e-05
ARIZE	MAJOR DOMO	3.260546313602427e-06	1.294849539102077e-05
DR. DOOM | MUTANT X-VERSE	MARVEL WOMAN | MUTANT X-VERSE/MADELYNE PRYOR-SUMMERS 	3.260546313602427e-06	1.2948971176263875e-05
DANSEN MACABRE	ION/	3.260546313602427e-06	1.2949446961506976e-05
TIMBERIUS	TOI/REXEL TOIVEN	3.260546313602427e-06	1.2949922746750079e-05
CENTARIUS	TIMBERIUS	3.260546313602427e-06	1.295039853199318e-05
MARVEL WOMAN | MUTANT X-VERSE/MADELYNE PRYOR-SUMMERS 	YELLOWJACKET II | MUTANT X-VERSE	3.260546313602427e-06	1.295087431723628e-05
SCORCHER/	SHOCKWAVE/LANCASTER SNEED	3.260546313602427e-06	1.2951350102479383e-05
CAPTAIN AMERICA | MUTANT X-VERSE	HUDSON, JAMES | MUTANT X-VERSE	3.260546313602427e-06	1.2951825887722488e-05
STROUD, SIMON	WEISENTHAL, DR. JACOB	3.260546313602427e-06	1.2952301672965589e-05
RAMBO	WIRETAP/	3.260546313602427e-06	1.295277745820869e-05
ARLINGTON, DR. MARCUS	PURPLE MAN/ZEBEDIAH KILLGRAVE	3.260546313602427e-06	1.2953253243451792e-05
AGINAR	AJAK/TECUMOTZIN [ETERNAL]	3.260546313602427e-06	1.2953729028694893e-05
GAIA	LEGAULT	3.260546313602427e-06	1.2954204813937994e-05
AJAK/TECUMOTZIN [ETERNAL]	ZARIN	3.260546313602427e-06	1.2954680599181098e-05
CORNELIUS, DR.	MAJOR DOMO	3.260546313602427e-06	1.2955156384424201e-05
NESTOR	URSULA, LADY	3.260546313602427e-06	1.2955632169667302e-05
DWELLER IN DARKNESS	NINGAL	3.260546313602427e-06	1.2956107954910403e-05
8-BALL/	RAMBO	3.260546313602427e-06	1.2956583740153506e-05
BRES	VALINOR	3.260546313602427e-06	1.2957059525396607e-05
NESTOR	VERMIN, LADY	3.260546313602427e-06	1.2957535310639711e-05
CUFFS/	RAMBO	3.260546313602427e-06	1.2958011095882812e-05
MARVEL WOMAN | MUTANT X-VERSE/MADELYNE PRYOR-SUMMERS 	STINGRAY | MUTANT X-VERSE	3.260546313602427e-06	1.2958486881125915e-05
SHATTERFIST/	SHOCKWAVE/LANCASTER SNEED	3.260546313602427e-06	1.2958962666369016e-05
CAPTAIN AMERICA | MUTANT X-VERSE	WAR/ABRAHAM LINCOLN KIEROS | MUTANT X-VERSE	3.260546313602427e-06	1.2959438451612117e-05
DR. STRANGE | MUTANT X-VERSE	MARVEL WOMAN | MUTANT X-VERSE/MADELYNE PRYOR-SUMMERS 	3.260546313602427e-06	1.295991423685522e-05
NIGHTSTICK/	RAMBO	3.260546313602427e-06	1.296039002209832e-05
ION/	YELLOWJACKET II/RITA DEMARA	3.260546313602427e-06	1.2960865807341425e-05
COLDBLOOD/	MECHADOOM	3.260546313602427e-06	1.2961341592584526e-05
CAPTAIN AMERICA | MUTANT X-VERSE	DUGAN, DUM DUM | MUTANT X-VERSE	3.260546313602427e-06	1.2961817377827628e-05
HARKNESS, AGATHA	WASP/JANET VAN DYNE PYM	3.266644276409712e-06	1.296229316307073e-05
BLACK TOM CASSIDY	PROFESSOR X/CHARLES FRANCIS XAVIER 	3.2693376044188233e-06	1.296276894831383e-05
JONES, RICHARD MILHOUSE RICK	VECTOR	3.2724687683847497e-06	1.2963244733556933e-05
OSBORN, HARRY	TOMBSTONE/LONNIE THOMPSON LINCOLN	3.272767937418118e-06	1.2963720518800037e-05
MANTIS/? BRANDT	MOONDRAGON/HEATHER DOUGLAS	3.2737411905175446e-06	1.2964196304043138e-05
FORTUNATO	SILVERMANE/SILVIO MANFREDI	3.2752491830597406e-06	1.2964672089286239e-05
ANACONDA/BLANCHE SITZNSKI	DRAGONFLY/VERONICA DULTRY	3.2752491830597406e-06	1.2965147874529342e-05
MARTIN, TERI	SAURON/DR. KARL LYKOS	3.2752491830597406e-06	1.2965623659772443e-05
BLACK TOM CASSIDY	MONDO II	3.2752491830597406e-06	1.2966099445015544e-05
GAEA	UMAR	3.2752491830597406e-06	1.2966575230258648e-05
BUCKY VI/	SILVERMANE/SILVIO MANFREDI	3.2752491830597406e-06	1.296705101550175e-05
HIGH EVOLUTIONARY/HERBERT EDGAR WYNDHAM	THENA	3.2760402749881235e-06	1.2967526800744852e-05
CHIMERA II	LEECH	3.276041209878886e-06	1.2968002585987953e-05
LIVING LIGHTNING/MIGUEL SANTOS	SONDHEIM, ERICA	3.278915355621383e-06	1.2968478371231055e-05
FARREL, MIKE	ROTH, ARNIE	3.2841577528360045e-06	1.2968954156474156e-05
SABRA/RUTH BAT-SERAPH	URSA MAJOR/MIKHAIL URSUS	3.2841577528360045e-06	1.296942994171726e-05
DR. DRUID/ANTHONY LUDGATE/ANTHONY DRUID	HAVOK/ALEX SUMMERS 	3.285828964081912e-06	1.2969905726960362e-05
MOONSTONE II/KARLA SOFEN 	THUNDERBALL/DR. ELIOT FRANKLIN	3.2978444805982505e-06	1.2970381512203464e-05
GRAVITON/FRANK HALL	M'REEL	3.2984164876080636e-06	1.2970857297446565e-05
SUVOROV, ADMIRAL GRIGORI MIKHAILOVITCH	VOGHT, AMELIA	3.2984164876080636e-06	1.2971333082689666e-05
GRAVITON/FRANK HALL	KINGMAN, BILL	3.2984164876080636e-06	1.2971808867932769e-05
MAGUS	MOONDRAGON DOPPELGANGER	3.2984164876080636e-06	1.297228465317587e-05
MR. DEATH	ROYCE, JENNIE	3.2984164876080636e-06	1.2972760438418974e-05
SOTEIRA	WOLVERINE SKRULL	3.2984164876080636e-06	1.2973236223662075e-05
EPHESUS	WOLVERINE SKRULL	3.2984164876080636e-06	1.2973712008905178e-05
BLACKWING II/	BOLT II/CHRIS BRADLEY/BRIAN JOHNSON	3.2984164876080636e-06	1.2974187794148279e-05
MAGUS	QUICKSILVER DOPPELGANGER	3.2984164876080636e-06	1.2974663579391381e-05
MAGUS	USAGENT DOPPELGANGER	3.2984164876080636e-06	1.2975139364634482e-05
JAVITZ	VOGHT, AMELIA	3.2984164876080636e-06	1.2975615149877587e-05
ISBISA/DR. SANDERSON	SHIP	3.2984164876080636e-06	1.2976090935120688e-05
FIREBUG/	MASTER/ESHU	3.2984164876080636e-06	1.297656672036379e-05
HESSLER, WOLFGANG	MASTER/ESHU	3.2984164876080636e-06	1.2977042505606891e-05
FU'SE	YASHIDA, MARIKO	3.2984164876080636e-06	1.2977518290849992e-05
BOLT II/CHRIS BRADLEY/BRIAN JOHNSON	STRONGHOLD/	3.2984164876080636e-06	1.2977994076093095e-05
BARRACUDA/	BOLT II/CHRIS BRADLEY/BRIAN JOHNSON	3.2984164876080636e-06	1.29784698613362e-05
HILARY	SENTINELS	3.2984164876080636e-06	1.29789456465793e-05
ENT	LUMPKIN, WILLIAM WILLIE	3.2984164876080636e-06	1.2979421431822401e-05
LUMPKIN, WILLIAM WILLIE	PESTER	3.2984164876080636e-06	1.2979897217065504e-05
BOLT II/CHRIS BRADLEY/BRIAN JOHNSON	WARBOW/	3.2984164876080636e-06	1.2980373002308605e-05
MASTERMIND V	ROMA	3.2984164876080636e-06	1.2980848787551706e-05
AUSTIN, TERRY	YASHIDA, MARIKO	3.2984164876080636e-06	1.298132457279481e-05
MAGUS	WOLFSBANE DOPPELGANGER II	3.2984164876080636e-06	1.2981800358037913e-05
ARCTURUS	WOLVERINE SKRULL	3.2984164876080636e-06	1.2982276143281014e-05
DMITRI	SENTINELS	3.2984164876080636e-06	1.2982751928524115e-05
FAROUK	ROYCE, JENNIE	3.2984164876080636e-06	1.2983227713767218e-05
DEVLOR	MOSES	3.2984164876080636e-06	1.2983703499010319e-05
MOTHER NIGHT/SUSAN SCARBO	SCARBO	3.2984164876080636e-06	1.298417928425342e-05
REAVER/JOSHUA STRAGG	ROMA	3.2984164876080636e-06	1.2984655069496524e-05
GAMBIT DOPPELGANGER	MAGUS	3.2984164876080636e-06	1.2985130854739627e-05
LUMPKIN, WILLIAM WILLIE	MOTHER INFERIOR	3.2984164876080636e-06	1.2985606639982727e-05
GRAVITON/FRANK HALL	PARKS, JUDITH	3.2984164876080636e-06	1.2986082425225828e-05
BLAIR, CALEY	WOLVERINE SKRULL	3.2984164876080636e-06	1.2986558210468931e-05
DEVLOR	SEEKER III	3.2984164876080636e-06	1.2987033995712032e-05
MAGUS	VINDICATOR II DOPPELGANGER II	3.2984164876080636e-06	1.2987509780955136e-05
KO'ICHI	YASHIDA, MARIKO	3.2984164876080636e-06	1.2987985566198237e-05
REM-RAM/	VOGHT, AMELIA	3.2984164876080636e-06	1.298846135144134e-05
BOLT II/CHRIS BRADLEY/BRIAN JOHNSON	TRAYNOR, HARLEY	3.2984164876080636e-06	1.2988937136684441e-05
DEVLOR	VIBRAVORE	3.2984164876080636e-06	1.2989412921927542e-05
BOLT II/CHRIS BRADLEY/BRIAN JOHNSON	RIOT II/	3.2984164876080636e-06	1.2989888707170645e-05
BOERKE, MAYOR	VOGHT, AMELIA	3.2984164876080636e-06	1.2990364492413749e-05
KOJIRO	YASHIDA, MARIKO	3.2984164876080636e-06	1.299084027765685e-05
DEVEREAUX, MICHELLE	VOGHT, AMELIA	3.2984164876080636e-06	1.2991316062899951e-05
MAGUS	STORM DOPPELGANGER II	3.2984164876080636e-06	1.2991791848143054e-05
GRAVITON/FRANK HALL	PARKS, JOE	3.2984164876080636e-06	1.2992267633386155e-05
BIRDY	MAVERICK/CHRISTOPHER NORD/DAVID NORTH	3.2984164876080636e-06	1.2992743418629256e-05
TOSHI	YASHIDA, MARIKO	3.2984164876080636e-06	1.299321920387236e-05
BENWAY, DR.	MOTHER NIGHT/SUSAN SCARBO	3.2984164876080636e-06	1.2993694989115463e-05
DEMONICUS/DR. DOUGLAS BIRELY	SPIDER-WOMAN II/JULIA CARPENTER	3.2989005396215606e-06	1.2994170774358564e-05
DANSEN MACABRE	SPIDER-WOMAN II/JULIA CARPENTER	3.2989005396215606e-06	1.2994646559601665e-05
SAURON/DR. KARL LYKOS	WOLVERINE/LOGAN 	3.3032850789044652e-06	1.2995122344844767e-05
SILHOUETTE	STRONG GUY/GUIDO CAROSELLA	3.303326939727004e-06	1.2995598130087868e-05
LEEDS, BETTY BRANT	LUBENSKI, NATE	3.3097573204268223e-06	1.2996073915330973e-05
CAPTAIN AMERICA	MORGAN	3.312787653854733e-06	1.2996549700574073e-05
HULK/DR. ROBERT BRUCE BANNER 	THANOS	3.3239384072750995e-06	1.2997025485817176e-05
GREEN GOBLIN/NORMAN OSBORN JR.	MENKEN, DONALD L.	3.3329661708038004e-06	1.2997501271060277e-05
ERG	MARVEL GIRL/JEAN GREY SUMMERS	3.3389947526905086e-06	1.2997977056303378e-05
HUDSON, HEATHER	SERSI/SYLVIA	3.3404915974817398e-06	1.299845284154648e-05
DUBOIS, NOAH	LEQUARRE, GERRY	3.3431161852729733e-06	1.2998928626789582e-05
LEBEAU, JEAN-LUC	LEBEAU, MERCY	3.3431161852729733e-06	1.2999404412032686e-05
ANGLER	SHATTERAX	3.3431161852729733e-06	1.2999880197275787e-05
CABER	ZON	3.3431161852729733e-06	1.300035598251889e-05
FAIRMONT, AMANDA MANDY	OLSON, MRS.	3.3431161852729733e-06	1.300083176776199e-05
FIFOLET	X-CUTIONER/CARL DENTI	3.3431161852729733e-06	1.3001307553005092e-05
QUESTA	X-CUTIONER/CARL DENTI	3.3431161852729733e-06	1.3001783338248194e-05
DIONYSUS [GREEK GOD]	HIPPOLYTA [GREEK GOD]	3.3431161852729733e-06	1.3002259123491299e-05
INDIGO, ODYSSEUS	JOSHUA, DR. SEGISMUND A.	3.3431161852729733e-06	1.30027349087344e-05
BRIGGS, AGENT STEPHANIE	KANNOR, ORLANDO	3.3431161852729733e-06	1.30032106939775e-05
BARRAGE	DEADBOLT	3.3431161852729733e-06	1.3003686479220603e-05
CORRUPTOR/JACKSON DAY/ANDREW KAPPELHOF	MAXOV	3.3431161852729733e-06	1.3004162264463704e-05
CHANDRA, DR.	REIGNFIRE/	3.3431161852729733e-06	1.3004638049706807e-05
KRUEGER	WORTHINGTON, KATHRYN	3.3431161852729733e-06	1.300511383494991e-05
CRIMEBUSTER/FRANK MOORE	PROTECTOR III/	3.3431161852729733e-06	1.3005589620193012e-05
BRAWN, TRISTAN	ST. CROIX, CLAUDETTE	3.3431161852729733e-06	1.3006065405436113e-05
BRIGGS, AGENT STEPHANIE	MASTER PROGRAMMER	3.3431161852729733e-06	1.3006541190679216e-05
MORPHEUS/ROBERT MARKHAM	STAINED GLASS SCARLET/SCARLET FASINERA	3.3431161852729733e-06	1.3007016975922317e-05
CLARITY/	DARK MOTHER/FINALITY/FIONA KNOBLACH	3.3431161852729733e-06	1.3007492761165418e-05
SMASHER IV	SUPREMOR	3.3431161852729733e-06	1.3007968546408522e-05
CRULE	GRIZZLY II/THEODORE WINCHESTER	3.3431161852729733e-06	1.3008444331651625e-05
CRULE	JOSHUA, DR. SEGISMUND A.	3.3431161852729733e-06	1.3008920116894726e-05
BRAWN, TRISTAN	ST. CROIX, NICOLE	3.3431161852729733e-06	1.3009395902137827e-05
BOLT, COUNCILMAN ANDREW	RAMIREZ, JAVIER	3.3431161852729733e-06	1.300987168738093e-05
BARRAGE	GENESIS/TYLER DAYSPRING	3.3431161852729733e-06	1.301034747262403e-05
BLACK KNIGHT III/EOBAR GARRINGTON	PRESTER JOHN	3.3431161852729733e-06	1.3010823257867131e-05
SLEEPER	VOICE	3.3431161852729733e-06	1.3011299043110236e-05
BARRAGE	SPYNE	3.3431161852729733e-06	1.3011774828353338e-05
CONSUELA	MACLAIN, DR. MYRON	3.3431161852729733e-06	1.301225061359644e-05
PATCH II	T-RAY/WADE WILSON	3.3431161852729733e-06	1.301272639883954e-05
HUSSAR	SUPREMOR	3.3431161852729733e-06	1.3013202184082643e-05
PROJECTOR/	SPOOR/ANDREW HAMISH GRAVES	3.3431161852729733e-06	1.3013677969325744e-05
BARRAGE	LIFEFORCE	3.3431161852729733e-06	1.3014153754568848e-05
DARK CRAWLER	QNAX	3.3431161852729733e-06	1.301462953981195e-05
LAPIN, EMIL	LEBEAU, JEAN-LUC	3.3431161852729733e-06	1.3015105325055052e-05
ARCADIUS	NEBULO	3.3431161852729733e-06	1.3015581110298153e-05
BRIGGS, AGENT STEPHANIE	TSO, JASON	3.3431161852729733e-06	1.3016056895541254e-05
CARTER, PEGGY	PUFF ADDER	3.3510160226541814e-06	1.3016532680784357e-05
MOREAU, PHILLIP	POLARIS/LORNA DANE	3.3599954248494994e-06	1.3017008466027461e-05
HALLER, GABRIELLE	POLARIS/LORNA DANE	3.3599954248494994e-06	1.3017484251270562e-05
IRON MAN/TONY STARK 	VANGUARD/NICOLAI KRYLENKO	3.361266181445457e-06	1.3017960036513663e-05
HUMAN TORCH ANDROID/JIM HAMMOND	LIBRA/GUSTAV BRANDT	3.364117779832767e-06	1.3018435821756765e-05
CHEKOV, ARTHUR ANTON	HOBGOBLIN V/JASON PHILIP MACENDALE	3.3663907545415935e-06	1.3018911606999866e-05
ANGEL/WARREN KENNETH WORTHINGTON III 	DRAX/ARTHUR DOUGLAS	3.3700536807606447e-06	1.3019387392242967e-05
CAGE, LUKE/CARL LUCAS	MUTO, JUNZO	3.381445638833131e-06	1.3019863177486072e-05
CAGE, LUKE/CARL LUCAS	MACE	3.381445638833131e-06	1.3020338962729174e-05
CORSAIR	MENTOR II	3.3818506901022846e-06	1.3020814747972275e-05
CORSAIR	HUSSAR	3.3818506901022846e-06	1.3021290533215376e-05
BLACK CAT/FELICIA HARDY	DAGGER/TANDY BOWEN	3.3886906153045043e-06	1.3021766318458479e-05
CARDIAC/DR. ELI WIRTHAM	SPIDER-MAN/PETER PARKER	3.389483657620431e-06	1.302224210370158e-05
SOLO/	SPIDER-MAN/PETER PARKER	3.389483657620431e-06	1.3022717888944681e-05
BEAST/HENRY &HANK& P. MCCOY 	LILANDRA NERAMANI [SHI'AR]	3.398873635671988e-06	1.3023193674187785e-05
HUSK/PAIGE GUTHRIE	SIRYN/THERESA ROURKE CASSIDY	3.403590802760506e-06	1.3023669459430888e-05
MAJCOMB, RENEE	MARROW/SARAH 	3.4060070447211048e-06	1.3024145244673989e-05
CEREBRO	MARROW/SARAH 	3.4060070447211048e-06	1.302462102991709e-05
HERCULES [GREEK GOD]	PIP/PRINCE GOFERN	3.4193462747348358e-06	1.3025096815160193e-05
PILEDRIVER II/BRIAN PHILIP CALUSKY	STONE, LT. MARCUS	3.424638703367446e-06	1.3025572600403294e-05
BULLDOZER/HENRY CAMP	STONE, LT. MARCUS	3.424638703367446e-06	1.3026048385646398e-05
ATALANTA	ST. LAWRENCE, COL. CAROLYN CARY	3.42595385338615e-06	1.3026524170889499e-05
ELYSIUS	GRANDMASTER/EN DWI GAST [ELDER]	3.42595385338615e-06	1.3026999956132602e-05
EON	SERGEI	3.42595385338615e-06	1.3027475741375703e-05
FIZ [SKRULL]	SUMMERS, NATHAN CHRISTOPHER CHARLES	3.42677722685528e-06	1.3027951526618803e-05
INVISIBLE WOMAN/SUE STORM RICHARDS 	QUEEN KNORDA/NORA QUEEN	3.435141428830451e-06	1.3028427311861906e-05
HORUS [EGYPTIAN GOD]	VOLSTAGG	3.4398633810736156e-06	1.302890309710501e-05
ENRAKT	VOLSTAGG	3.4398633810736156e-06	1.3029378882348111e-05
BINARY/CAROL DANVERS	RONAN THE ACCUSER [KREE]	3.4430026005179145e-06	1.3029854667591212e-05
BULLDOZER/HENRY CAMP	CITIZEN V II/HELMUT ZEMO	3.4432266678275298e-06	1.3030330452834315e-05
CITIZEN V II/HELMUT ZEMO	PILEDRIVER II/BRIAN PHILIP CALUSKY	3.4432266678275298e-06	1.3030806238077416e-05
PSYNAPSE	SHATTERSTAR II/GAVEEDRA SEVEN/BENJAMIN RUSSELL	3.4446903304707636e-06	1.3031282023320519e-05
PHANTAZIA/	SHATTERSTAR II/GAVEEDRA SEVEN/BENJAMIN RUSSELL	3.4446903304707636e-06	1.3031757808563621e-05
MARTINEZ, ISADORA	MOONSTONE II/KARLA SOFEN 	3.4449118690898787e-06	1.3032233593806724e-05
BULLDOZER/HENRY CAMP	CYCLOPS/SCOTT SUMMERS 	3.459947887294591e-06	1.3032709379049825e-05
SCANNER II	THENA	3.4609546299442766e-06	1.3033185164292928e-05
HAVOK/ALEX SUMMERS 	UNUS THE UNTOUCHABLE	3.4635684827141068e-06	1.3033660949536029e-05
